Customer_ID,Customer_Status,Old_Class,Geographical_ID,CustCreationDate,Net_ Purchase(IRR),Avg_Invoice_Row_No,Waste_Rate,Rejected_Rate,Avg_Purchase_In_Month,Date_Of_Last_ Purchase,Unnamed: 11,Unnamed: 12
100422,Active,B,1,2019-02-03,1920409716.0,17.45945946,0.10217574,0.062911361,78,2022-01-30,,
100423,Active,A,1,2019-02-03,2674947047.0,22.92926829,0.007209612,0.191516787,81,2022-01-29,,
100425,Active,B,1,2019-02-03,775472788.3,14.45,0.055129,0.753936325,44,2022-01-29,,
100426,Active,B,1,2019-02-03,613507963.2,18.88888889,0.123837325,0.107021956,36,2022-01-30,,
100427,Active,C,1,2019-02-03,442113947.3,11.99444444,0.168189285,0.155148187,35,2022-01-31,,
100428,Active,C,1,2019-02-03,661708747.8,7.715384615,0.017503565,0.048356879,85,2022-01-29,,
100430,Active,B,1,2019-02-03,1921588508.0,31.56086957,0.223851901,0.07854462,54,2022-01-31,,
100433,Active,C,1,2019-02-03,454174937.5,8.44137931,0.075466103,0.107805076,60,2022-01-30,,
100435,Active,B,1,2019-02-03,1158496935.0,20.22413793,0.072084209,0.10822072,60,2022-01-30,,
100436,Active,B,1,2019-02-03,445282967.2,7.780769231,0.050555205,0.514136847,51,2022-01-31,,
100437,Active,B,1,2019-02-03,1447482499.0,15.36296296,0.045377221,0.0,56,2022-01-30,,
100439,Active,A,1,2019-02-03,3014366951.0,22.61395349,0.065210898,0.177136643,92,2022-01-29,,
100441,Active,C,1,2019-02-03,207033416.4,7.933333333,0.014097896,0.373333333,27,2022-01-30,,
100443,Active,A,1,2019-02-03,2106280152.0,25.84,0.065560007,0.11431534,62,2022-01-30,,
100444,Active,B,1,2019-02-03,514881681.7,9.896428571,0.167899482,0.070726917,56,2022-02-03,,
100447,Active,B,1,2019-02-03,1387594808.0,12.35769231,0.038905256,0.053216424,108,2022-01-31,,
100448,Active,C,1,2019-02-03,117002869.4,6.97,0.140888855,3.200857634,20,2022-02-03,,
100450,Active,B,1,2019-02-03,1942085019.0,15.50238095,0.044871118,0.051536632,81,2022-02-03,,
100452,Active,C,1,2019-02-03,854854542.8,14.08571429,0.104932061,0.001176621,65,2022-02-03,,
100453,Active,B,1,2019-02-03,759687992.6,9.444444444,0.026499801,0.022203577,54,2022-01-29,,
100455,Active,C,1,2019-02-03,799193616.5,14.29259259,0.008684357,0.0,56,2022-01-25,,
100457,Active,C,1,2019-02-03,229418162.3,5.496666667,0.045792516,0.142871709,58,2022-02-03,,
100458,Active,C,1,2019-02-03,806258914.7,9.255555556,0.018819791,0.014120622,72,2022-01-31,,
100460,Active,B,1,2019-02-03,1030490768.0,14.35,0.072143435,0.038341944,72,2022-01-24,,
100461,Active,A,1,2019-02-03,1206316477.0,19.57428571,0.199240836,0.17862297,71,2022-02-03,,
100464,Active,B,1,2019-02-03,1383516937.0,18.6,0.04659888,0.34999875,72,2022-02-03,,
100465,Active,B,1,2019-02-03,1738522891.0,18.60285714,0.062764797,0.446023136,76,2022-01-25,,
100466,Active,B,1,2019-02-03,1054462818.0,12.7925,0.034986984,0.082684098,85,2022-02-02,,
100470,Active,C,1,2019-02-03,79734548.04,7.82,0.07167275,2.180312394,11,2022-02-03,,
100471,Active,C,1,2019-02-03,542824668.6,13.6,0.009916341,0.276057063,42,2022-01-25,,
100473,Active,C,1,2019-02-03,406257053.0,12.16842105,0.053841595,0.757373643,38,2022-02-03,,
100474,Active,B,1,2019-02-03,458368220.0,7.423333333,0.01031759,0.051063544,60,2022-01-30,,
100475,Active,B,1,2019-02-03,679068104.6,14.32857143,0.102278246,0.25960258,47,2022-01-31,,
100476,Active,B,1,2019-02-03,1115298612.0,13.48666667,0.024233417,0.347873446,62,2022-02-02,,
100478,Active,C,1,2019-02-03,756954204.2,11.72564103,0.132513282,0.272878702,81,2022-01-31,,
100480,Active,A,1,2019-02-03,2589677101.0,19.15609756,0.141889157,0.143587391,90,2022-02-03,,
100481,Active,B,4,2019-02-03,883159796.6,15.64,0.017778495,0.032394253,51,2022-02-03,,
100487,Active,B,1,2019-02-03,809334479.6,15.71034483,0.005238846,0.000995218,58,2022-01-29,,
100493,Active,B,1,2019-02-03,578090703.1,9.316,0.136851879,0.091218621,49,2022-01-25,,
100494,Active,C,1,2019-02-03,120523057.2,5.525,0.0,0.435687249,31,2022-01-25,,
100496,Active,C,1,2019-02-03,100457620.8,5.707142857,0.035690547,0.093373372,26,2022-02-02,,
100497,Active,B,4,2019-02-03,479634831.1,12.49130435,0.033269289,0.327641205,44,2022-01-25,,
100500,Active,B,1,2019-02-03,572128170.2,10.30625,0.023372653,0.103842831,63,2022-01-31,,
100502,Active,B,1,2019-02-03,420259331.0,20.1875,0.029099585,0.220731951,17,2022-01-25,,
100503,Active,C,1,2019-02-03,288887657.6,5.95,0.087427578,0.005439195,45,2022-01-30,,
100508,Active,C,1,2019-02-03,183519099.2,10.08666667,0.210863451,0.343556444,27,2022-01-29,,
100510,Active,B,1,2019-02-03,650890398.6,12.09615385,0.169690306,0.068594739,51,2022-02-02,,
100511,Active,C,1,2019-02-03,847913864.9,15.65789474,0.000924447,0.262095104,36,2022-01-29,,
100512,Active,B,1,2019-02-03,773246480.0,13.97777778,0.12153484,0.022353592,54,2022-01-31,,
100513,Active,B,1,2019-02-03,905163105.4,11.14444444,0.02362963,0.0,72,2022-01-30,,
100514,Active,B,4,2019-02-03,398202526.7,22.82857143,0.058851777,0.059103349,17,2022-01-31,,
100517,Active,C,4,2019-02-03,33463229.4,4.533333333,0.0,0.0,6,2022-01-30,,
100531,Active,C,1,2019-02-03,580133184.1,12.1125,0.006309222,0.114973904,49,2022-01-30,,
100533,Active,C,1,2019-02-03,291416385.1,7.791666667,0.080109399,0.093214216,47,2022-02-03,,
100534,Active,C,1,2019-02-03,423556222.4,10.56428571,0.063443022,0.370577988,29,2022-01-30,,
100535,Active,C,1,2019-02-03,434828779.6,7.83030303,0.044364657,0.055964066,67,2022-02-03,,
100547,Active,B,1,2019-02-03,1972568813.0,19.8137931,0.041084461,0.086815707,60,2022-01-31,,
100548,Active,C,1,2019-02-03,262124623.2,12.50714286,0.0,1.495926381,27,2022-02-03,,
100549,Active,B,1,2019-02-03,1416481095.0,12.75,0.013089354,0.087935715,90,2022-02-03,,
100550,Active,B,1,2019-02-03,1784614710.0,24.36666667,0.073660624,0.270426978,69,2022-02-02,,
100551,Active,C,1,2019-02-03,418403176.2,10.10555556,0.069106201,0.04544861,35,2022-01-25,,
100552,Active,B,1,2019-02-03,511340189.6,11.27368421,0.056550211,0.009800496,38,2022-01-30,,
100553,Active,B,1,2019-02-03,1868312210.0,15.47708333,0.097376015,0.042825013,99,2022-02-03,,
100562,Active,A,1,2019-02-03,1545865167.0,17.23448276,0.007458667,0.104818303,63,2022-02-03,,
100563,Active,B,1,2019-02-03,1585260986.0,14.9,0.0,0.012289547,65,2022-02-03,,
100564,Active,C,1,2019-02-03,790731314.4,11.73,0.007969368,0.06380191,62,2022-02-03,,
100565,Active,C,1,2019-02-03,523414568.0,11.00526316,0.004122683,0.119932998,40,2022-02-03,,
100566,Active,B,1,2019-02-03,903879055.0,21.04761905,0.0,0.071289503,44,2022-01-29,,
100569,Active,C,1,2019-02-03,917009283.1,24.27222222,0.0,0.14286414,36,2022-02-03,,
100572,Active,B,1,2019-02-03,595864504.7,9.720512821,0.123521891,0.131981834,83,2022-02-03,,
100575,Active,B,1,2019-02-03,546499305.8,10.76666667,0.035021051,0.103240842,49,2022-01-25,,
100579,Active,A,4,2019-02-03,823180969.8,12.39354839,0.031960641,0.03369905,65,2022-01-24,,
100589,Active,C,4,2019-02-03,402912281.6,11.58125,0.148592536,0.0,33,2022-01-31,,
100591,Active,C,4,2019-02-03,393746145.8,8.5,0.013700716,0.067806732,72,2022-01-25,,
100592,Active,C,4,2019-02-03,13356550.08,15.3,0.0,3.506822742,4,2022-01-29,,
100593,Active,B,4,2019-02-03,432315820.6,6.937837838,0.046016599,0.024720856,78,2022-01-30,,
100597,Active,B,4,2019-02-03,547706290.0,12.665,0.040653096,0.223913099,42,2022-01-29,,
100599,Active,C,4,2019-02-03,806122189.9,12.4173913,0.001536453,0.040286399,49,2022-01-31,,
100601,Active,B,4,2019-02-03,666571367.6,7.868571429,0.017379454,0.010272459,71,2022-01-29,,
100608,Active,C,4,2019-02-03,383611461.5,17.77272727,0.083824278,0.521464777,24,2022-02-03,,
100614,Active,C,4,2019-02-03,310307617.0,6.57027027,0.008961,0.295402556,80,2022-01-30,,
100622,Active,B,1,2019-02-03,492210280.6,16.10526316,0.159749927,0.28332159,42,2022-02-03,,
100626,Active,C,4,2019-02-03,414327464.2,8.092,0.089180641,0.0,53,2022-02-03,,
100635,Active,C,4,2019-02-03,250979520.4,14.37272727,0.020405268,0.098567588,22,2022-02-03,,
100636,Active,B,4,2019-02-03,683097375.4,11.62580645,0.034159,0.053421679,67,2022-02-03,,
100638,Active,C,4,2019-02-03,368603993.0,11.36315789,0.038366104,0.200596636,42,2022-02-03,,
100639,Active,C,4,2019-02-03,83626747.44,4.306666667,0.071971069,0.0,29,2022-01-25,,
100642,Active,B,4,2019-02-03,405289717.4,5.905263158,0.076902035,0.341576349,38,2022-02-02,,
100647,Active,C,4,2019-02-03,216880599.6,7.204761905,0.003732768,0.062225446,44,2022-02-03,,
100650,Active,B,4,2019-02-03,467901000.4,13.31666667,0.030039876,0.418180024,49,2022-01-29,,
100651,Active,C,4,2019-02-03,146594034.1,15.3,0.31297877,0.0,17,2022-01-25,,
100655,Active,B,4,2019-02-03,845975397.5,11.01851852,0.019644164,0.038249436,49,2022-01-24,,
100658,Active,B,4,2019-02-03,736852486.2,14.84666667,0.074030877,0.386042561,63,2022-02-03,,
100660,Active,C,4,2019-02-03,74494980.36,9.066666667,0.110373917,0.154486018,15,2022-01-24,,
100665,Active,C,4,2019-02-03,42844604.04,7.65,0.042658295,0.238236139,8,2022-02-03,,
100669,Active,C,4,2019-02-03,239395209.7,7.528571429,0.01017857,0.0,13,2022-01-30,,
100671,Active,C,4,2019-02-03,53968249.8,4.857142857,0.0,1.441392581,17,2022-01-31,,
100673,Active,C,4,2019-02-03,71942691.36,6.678571429,0.105209376,0.224176207,31,2022-01-31,,
100676,Active,C,4,2019-02-03,395892987.0,13.7,0.001418953,0.009288541,35,2022-02-03,,
100677,Active,A,4,2019-02-03,1636225281.0,17.39230769,0.031632374,0.209915693,81,2022-01-25,,
100678,Active,A,4,2019-02-03,978487784.5,18.52105263,0.034710657,0.106967358,42,2022-01-31,,
100681,Active,C,4,2019-02-03,276174261.4,9.35,0.387129413,0.479208099,24,2022-02-02,,
100684,Active,B,4,2019-02-03,427206919.7,15.45454545,0.750621271,0.707085803,26,2022-01-30,,
100688,Active,B,4,2019-02-03,605680734.6,15.0,0.000907888,0.774085552,38,2022-01-30,,
100691,Active,C,1,2019-02-03,30779712.72,7.65,0.502676971,0.148210475,8,2022-01-29,,
100693,Active,C,4,2019-02-03,4446000.0,1.7,0.0,3.343593103,6,2022-01-25,,
100694,Active,B,4,2019-02-03,262026558.1,8.16,0.022673637,0.008700452,31,2022-01-30,,
100695,Active,C,1,2019-02-03,483021417.7,13.6,0.114488787,0.368573946,38,2022-01-24,,
100696,Active,C,1,2019-02-03,220892606.2,6.1625,0.060192716,0.119195663,54,2022-02-02,,
100697,Active,B,1,2019-02-03,1069654905.0,15.44166667,0.060459101,0.140611145,74,2022-02-03,,
100701,Active,B,1,2019-02-03,847777393.2,11.75428571,0.061390585,0.070296075,69,2022-02-03,,
100704,Active,B,1,2019-02-03,544909343.3,8.613333333,0.025484601,0.45718274,63,2022-01-29,,
100705,Active,C,1,2019-02-03,339113488.1,11.36875,0.003841845,0.724224534,35,2022-01-29,,
100708,Active,B,1,2019-02-03,1341865379.0,16.27878788,0.025105585,0.028822288,67,2022-01-30,,
100710,Active,C,1,2019-02-03,419180565.0,19.79285714,0.12225839,0.308210458,29,2022-02-02,,
100711,Active,C,1,2019-02-03,498954030.4,12.88421053,0.091295851,0.856226891,38,2022-01-30,,
100714,Active,C,4,2019-02-03,158764113.2,5.005555556,0.149609414,0.776150119,35,2022-01-25,,
100716,Active,B,1,2019-02-03,901909404.0,14.36774194,0.161768639,0.628243271,65,2022-01-24,,
100721,Active,B,1,2019-02-03,1342074526.0,25.99583333,0.017124675,0.082365138,45,2022-01-29,,
100724,Active,A,1,2019-02-03,1582021395.0,19.1675,0.055994552,0.122441415,87,2022-01-24,,
100727,Active,C,1,2019-02-03,1144095826.0,17.56666667,0.185016405,0.695912219,60,2022-01-25,,
100729,Active,B,1,2019-02-03,974441103.7,14.62,0.047715284,0.016224387,63,2022-02-03,,
100734,Active,B,1,2019-02-03,833175979.1,15.385,0.027829768,0.00543308,42,2022-01-30,,
